,Artist,Song,Year
3261,Petula Clark,My Love,1966
3262,Question Mark & The Mysterians,96 Tears,1966
3263,The Beatles,Nowhere Man,1966
3264,Lovin' Spoonful,Daydream,1966
3265,The Mindbenders,A Groovy Kind of Love,1966
3266,Tommy Roe,Sweet Pea,1966
3267,Manfred Mann,Pretty Flamingo,1966
3268,Simon & Garfunkel,I am a Rock,1966
3269,The Young Rascals,Good Lovin',1966
3270,Happenings,See You in September,1966
3271,The Righteous Brothers,(You're My) Soul & Inspiration,1966
3272,Procol Harum,A Whiter Shade of Pale,1967
3273,The Monkees,I'm a Believer,1967
3274,The Beatles,All You Need is Love,1967
3275,The Beatles,"Hello, Goodbye",1967
3276,The Beatles,Penny Lane,1967
3277,Bee Gees,(The Lights Went Out In) Massachusetts,1967
3278,Scott McKenzie,San Francisco (Wear Some Flowers in Your Hair),1967
3279,The Monkees,Daydream Believer,1967
3280,The Box Tops,The Letter,1967
3281,The Doors,Light My Fire,1967
3282,Nancy Sinatra & Frank Sinatra,Somethin' Stupid,1967
3283,The Beatles,Strawberry Fields Forever,1967
3284,Aretha Franklin,Respect,1967
3285,Sandie Shaw,Puppet On a String,1967
3286,Tom Jones,The Green Green Grass of Home,1967
3287,Engelbert Humperdinck,The Last Waltz,1967
3288,The Monkees,"A Little Bit Me, a Little Bit You",1967
3289,Petula Clark,This is My Song,1967
3290,The Turtles,Happy Together,1967
3291,The Tremeloes,Silence is Golden,1967
3292,The Rolling Stones,Ruby Tuesday,1967
3293,The Seekers,Georgy Girl,1967
3294,Lulu,"To Sir, With Love",1967
3295,Bobbie Gentry,Ode To Billie Joe,1967
3296,Jefferson Airplane,White Rabbit,1967
3297,The Young Rascals,Groovin',1967
3298,Engelbert Humperdinck,Release Me (And Let Me Love Again),1967
3299,The Small Faces,Itchycoo Park,1967
3300,Van Morrison,Brown Eyed Girl,1967
3301,Royal Guardsmen,Snoopy Vs the Red Baron,1967
3302,Spencer Davis Group,Gimme Some Lovin',1967
3303,The Rolling Stones,Let's Spend the Night Together,1967
3304,The Easybeats,Friday On My Mind,1967
3305,The Monkees,Pleasant Valley Sunday,1967
3306,Sam & Dave,Soul Man,1967
3307,Jefferson Airplane,Somebody to Love,1967
3308,The Cowsills,"The Rain, The Park & Other Things",1967
3309,Arthur Conley,Sweet Soul Music,1967
3310,Brenton Wood,Gimme Little Sign,1967
3311,The Who,Happy Jack,1967
3312,Fifth Dimension,Up Up & Away,1967
3313,Jimi Hendrix,Purple Haze,1967
3314,Aretha Franklin,Chain of Fools,1967
3315,Buffalo Springfield,"For What It's Worth (Stop, Hey What's That Sound)",1967
3316,Association,Never My Love,1967
3317,Manfred Mann,Ha Ha Said the Clown,1967
3318,The Who,I Can See For Miles,1967
3319,Herman's Hermits,There's a Kind of Hush,1967
3320,The Buckinghams,Kind of a Drag,1967
3321,The Beatles,Hey Jude,1968
3322,Mary Hopkin,Those Were the Days,1968
3323,The Rolling Stones,Jumpin' Jack Flash,1968
3324,Otis Redding,(Sittin' On) the Dock of the Bay,1968
3325,Marvin Gaye,I Heard it Through the Grapevine,1968
3326,John Fred & The Playboy Band,Judy in Disguise (With Glasses),1968
3327,Bobby Goldsboro,Honey,1968
3328,The Beatles,Lady Madonna,1968
3329,Tom Jones,Delilah,1968
3330,Barry Ryan,Eloise,1968
3331,Louis Armstrong,(What A) Wonderful World,1968
3332,Simon & Garfunkel,Mrs Robinson,1968
3333,Gary Puckett & The Union Gap,Young Girl,1968
3334,1910 Fruitgum Co,Simon Says,1968
3335,Steppenwolf,Born to Be Wild,1968
3336,Manfred Mann,Mighty Quinn,1968
3337,Paul Mauriat & his Orchestra,Love Is Blue (L'Amour Est Bleu),1968
3338,Tommy James & the Shondells,Mony Mony,1968
3339,Crazy World of Arthur Brown,Fire,1968
3340,Georgie Fame,Ballad of Bonnie & Clyde,1968
3341,Bee Gees,Words,1968
3342,Ohio Express,Yummy Yummy Yummy,1968
3343,Tom Jones,Help Yourself,1968
3344,The Beatles,Revolution,1968
3345,The Lemon Pipers,Green Tambourine,1968
3346,Joe Cocker,With a Little Help From My Friends,1968
3347,Cream,White Room,1968
3348,Bee Gees,I've Gotta Get a Message to You,1968
3349,Herb Alpert,This Guy's in Love With You,1968
3350,Merrilee Rush,Angel of the Morning,1968
3351,Hugo Montenegro,The Good the Bad & the Ugly,1968
3352,Diana Ross & The Supremes,Love Child,1968
3353,Cream,Sunshine of Your Love,1968
3354,Engelbert Humperdinck,A Man Without Love,1968
3355,Donovan,Hurdy Gurdy Man,1968
3356,Richard Harris,MacArthur Park,1968
3357,The Doors,"Hello, I Love You, Won't You Tell Me Your Name?",1968
3358,Steppenwolf,Magic Carpet Ride,1968
3359,The Young Rascals,People Got to Be Free,1968
3360,Jeannie C Riley,Harper Valley PTA,1968
3361,Cliff Richard,Congratulations,1968
3362,The Box Tops,Cry Like a Baby,1968
3363,The Beach Boys,Do it Again,1968
3364,The Monkees,Valleri,1968
3365,Jimi Hendrix,All Along the Watchtower,1968
3366,Leapy Lee,Little Arrows,1968
3367,American Breed,Bend Me Shape Me,1968
3368,Gary Puckett & The Union Gap,Lady Willpower,1968
3369,Sly & The Family Stone,Dance to the Music,1968
3370,Archies,Sugar Sugar,1969
3371,The Beatles,Get Back,1969
3372,Elvis Presley,Suspicious Minds,1969
3373,The Rolling Stones,Honky Tonk Woman,1969
3374,Zager & Evans,In the Year 2525 (Exordium & Terminus),1969
3375,Tommy James & the Shondells,Crimson & Clover,1969
3376,The Beatles,The Ballad of John & Yoko,1969
3377,The Beatles,Come Together,1969
3378,Fifth Dimension,Aquarius/Let The Sunshine In,1969
3379,Elvis Presley,In the Ghetto,1969
3380,Creedence Clearwater Revival,Proud Mary,1969
3381,The Beatles,Something,1969
3382,Tommy Roe,Dizzy,1969
3383,Edwin Hawkins Singers,Oh Happy Day,1969
3384,Creedence Clearwater Revival,Bad Moon Rising,1969
3385,The Foundations,Build Me Up Buttercup,1969
3386,The Beatles,"Ob-La-Di, Ob-La-Da",1969
3387,Jane Birkin & Serge Gainsbourg,Je T'Aime (Moi Non Plus),1969
3388,Desmond Dekker,Israelites,1969
3389,The Cowsills,Hair,1969
3390,Donovan,Atlantis,1969
3391,Bee Gees,I Started a Joke,1969
3392,The Doors,Touch Me,1969
3393,Simon & Garfunkel,The Boxer,1969
3394,Creedence Clearwater Revival,Down On the Corner,1969
3395,Creedence Clearwater Revival,Green River,1969
3396,Tammy Wynette,Stand By Your Man,1969
3397,The Zombies,Time of the Season,1969
3398,The Hollies,"He Ain't Heavy, He's My Brother",1969
3399,Blood Sweat & Tears,Spinning Wheel,1969
3400,Harry Nilsson,Everybody's Talkin',1969
3401,Oliver,Good Morning Starshine,1969
3402,Bee Gees,Don't Forget to Remember,1969
3403,Robin Gibb,Saved By the Bell,1969
3404,John Lennon,Give Peace a Chance,1969
3405,Fifth Dimension,Wedding Bell Blues,1969
3406,Stevie Wonder,Yester-Me Yester-You Yesterday,1969
3407,Blood Sweat & Tears,You've Made Me So Very Happy,1969
3408,"Peter, Paul & Mary","Leaving, on a Jet Plane",1969
3409,Johnny Cash,A Boy Named Sue,1969
3410,Dusty Springfield,Son of a Preacher Man,1969
3411,Marmalade,"Ob-La-Di, Ob-La-Da",1969
3412,Peter Sarstedt,Where Do You Go to My Lovely?,1969
3413,Mary Hopkin,Goodbye,1969
3414,Creedence Clearwater Revival,Fortunate Son,1969
3415,Neil Diamond,Sweet Caroline (Good Times Never Seemed So Good),1969
3416,Blood Sweat & Tears,And When I Die,1969
3417,Frank Sinatra,My Way,1969
3418,The Temptations,I Can't Get Next to You,1969
3419,The Beatles,Let it Be,1970
3420,Mungo Jerry,In the Summertime,1970
3421,Shocking Blue,Venus,1970
3422,Simon & Garfunkel,Bridge Over Troubled Water,1970
3423,B J Thomas,Raindrops Keep Falling On My Head,1970
3424,Norman Greenbaum,Spirit in the Sky,1970
3425,Led Zeppelin,Whole Lotta Love,1970
3426,The Kinks,Lola,1970
3427,Creedence Clearwater Revival,Up Around the Bend,1970
3428,Christie,Yellow River,1970
3429,Carpenters,(They Long to Be) Close to You,1970
3430,John Lennon,Instant Karma,1970
3431,Neil Diamond,Cracklin' Rosie,1970
3432,The Jackson 5,I Want You Back,1970
3433,The Partridge Family,I Think I Love You,1970
3434,Guess Who,American Woman,1970
3435,The Beatles,The Long & Winding Road,1970
3436,Creedence Clearwater Revival,Lookin' Out My Back Door,1970
3437,The Jackson 5,I'll Be There,1970
3438,Creedence Clearwater Revival,Travellin' Band,1970
3439,Free,All Right Now,1970
3440,Simon & Garfunkel,El Condor Pasa (If I Could),1970
3441,The Jackson 5,ABC,1970
3442,Steam,Na Na Hey Hey (Kiss Him Goodbye),1970
3443,Smokey Robinson,Tears of a Clown,1970
3444,Freda Payne,Band of Gold,1970
3445,Edwin Starr,War,1970
3446,Carpenters,We've Only Just Begun,1970
3447,Frijid Pink,House of the Rising Sun,1970
3448,Miguel Rios,A Song Of Joy,1970
3449,Three Dog Night,Mama Told Me Not to Come,1970
3450,Edison Lighthouse,Love Grows (Where My Rosemary Goes),1970
3451,Black Sabbath,Paranoid,1970
3452,James Taylor,Fire & Rain,1970
3453,Santana,Black Magic Woman,1970
3454,Tee Set,Ma belle amie,1970
3455,Simon & Garfunkel,Cecilia,1970
3456,Poppy Family,Which Way You Goin' Billy?,1970
3457,Creedence Clearwater Revival,Who'll Stop the Rain,1970
3458,Eric Burdon & War,Spill the Wine,1970
3459,Ray Stevens,Everything is Beautiful,1970
3460,Eddie Holman,(Hey There) Lonely Girl,1970
3461,Dawn,Candida,1970
3462,Rare Earth,Get Ready,1970
3463,Melanie,Lay Down (Candles in The Rain),1970
3464,Tom Jones,Without Love (There Is Nothing),1970
3465,Clarence Carter,Patches,1970
3466,The Jackson 5,The Love You Save,1970
3467,The Moody Blues,Question,1970
3468,George Harrison,My Sweet Lord,1971
3469,John Lennon,Imagine,1971
3470,Rod Stewart,Maggie May,1971
3471,Lynn Anderson,I Beg Your Pardon (I Never Promised You a Rose Garden),1971
3472,Three Dog Night,Joy to the World,1971
3473,The Rolling Stones,Brown Sugar,1971
3474,Isaac Hayes,Theme From 'Shaft',1971
3475,Tom Jones,She's a Lady,1971
3476,Tony Orlando & Dawn,Knock Three Times,1971
3477,Carole King,It's Too Late,1971
3478,Janis Joplin,Me & Bobby McGee,1971
3479,Sly & The Family Stone,Family Affair,1971
3480,Pop Tops,Mammy Blue,1971
3481,Paul McCartney,Another Day,1971
3482,Led Zeppelin,Stairway to Heaven,1971
3483,Ringo Starr,It Don't Come Easy,1971
3484,James Taylor,You've Got a Friend,1971
3485,T Rex,Get it On,1971
3486,Creedence Clearwater Revival,Have You Ever Seen the Rain?,1971
3487,Dave Edmunds,I Hear You Knockin',1971
3488,Elton John,Your Song,1971
3489,Bee Gees,How Do You Mend a Broken Heart,1971
3490,Marvin Gaye,What's Going On?,1971
3491,Middle of The Road,"Chirpy, Chirpy, Cheep, Cheep",1971
3492,The Doors,Riders On the Storm,1971
3493,The Temptations,Just My Imagination (Running Away With Me),1971
3494,Middle of The Road,"Soley, Soley",1971
3495,Ocean,Put Your Hand in the Hand,1971
3496,The Sweet,Co-Co,1971
3497,Neil Diamond,I Am... I Said,1971
3498,Danyel Gerard,Butterfly,1971
3499,Cher,"Gypsies, Tramps & Thieves",1971
3500,Carpenters,Superstar,1971
3501,Bill Withers,Ain't No Sunshine,1971
3502,Marvin Gaye,Mercy Mercy Me (The Ecology),1971
3503,Creedence Clearwater Revival,Sweet Hitch-Hiker,1971
3504,Bee Gees,Lonely Days,1971
3505,Aretha Franklin,Spanish Harlem,1971
3506,The Osmonds,One Bad Apple,1971
3507,George Harrison,What is Life?,1971
3508,The Who,Won't Get Fooled Again,1971
3509,T Rex,Hot Love,1971
3510,Dave & Ansil Collins,Double Barrel,1971
3511,"Hamilton, Joe Frank & Reynolds",Don't Pull Your Love,1971
3512,Lobo,Me & You & a Dog Named Boo,1971
3513,Jean Knight,Mr Big Stuff,1971
3514,Joan Baez,The Night They Drove Old Dixie Down,1971
3515,Wings,Uncle Albert (Admiral Halsey),1971
3516,Tony Christie,(Is This the Way To) Amarillo,1971
3517,Don McLean,American Pie,1972
3518,Harry Nilsson,Without You,1972
3519,Hot Butter,Popcorn,1972
3520,Daniel Boone,Beautiful Sunday,1972
3521,Neil Young,Heart of Gold,1972
3522,The Moody Blues,Nights in White Satin,1972
3523,Roberta Flack,The First Time Ever I Saw Your Face,1972
3524,Al Green,Let's Stay Together,1972
3525,Donny Osmond,Puppy Love,1972
3526,Gilbert O'Sullivan,Alone Again (Naturally),1972
3527,Gilbert O'Sullivan,Clair,1972
3528,America,Horse With No Name,1972
3529,Melanie,Brand New Key,1972
3530,Neil Diamond,Song Sung Blue,1972
3531,Dr Hook,Sylvia's Mother,1972
3532,Johnny Nash,I Can See Clearly Now,1972
3533,Derek & The Dominos,Layla,1972
3534,The Royal Scots Dragoon Guards,Amazing Grace,1972
3535,The Temptations,Papa Was a Rolling Stone,1972
3536,The Hollies,Long Cool Woman in a Black Dress,1972
3537,The New Seekers,I'd Like to Teach the World to Sing,1972
3538,Mouth & MacNeal,How Do You Do!,1972
3539,Michael Jackson,Ben,1972
3540,The Sweet,Little Willy,1972
3541,Alice Cooper,School's Out,1972
3542,Bill Withers,Lean On Me,1972
3543,Middle of The Road,Sacramento (A Wonderful Town),1972
3544,Gary Glitter,Rock 'n' Roll (Part 2),1972
3545,Elton John,Rocket Man,1972
3546,Elvis Presley,Burning Love,1972
3547,The Osmonds,Crazy Horses,1972
3548,Albert Hammond,It Never Rains in Southern California,1972
3549,Chuck Berry,My Ding-A-Ling,1972
3550,Badfinger,Day After Day,1972
3551,Sammy Davis Jr,Candy Man,1972
3552,The Staple Singers,I'll Take You There,1972
3553,Don McLean,Vincent (Starry Starry Night),1972
3554,Looking Glass,Brandy (You're A Fine Girl),1972
3555,The Rolling Stones,Tumbling Dice,1972
3556,Cat Stevens,Morning Has Broken,1972
3557,John Lennon,Happy Xmas (War is Over),1972
3558,Chicory Tip,Son of My Father,1972
3559,Lieutenant Pigeon,Mouldy Old Dough,1972
3560,Paul Simon,Mother & Child Reunion,1972
3561,Three Dog Night,Black & White,1972
3562,Carpenters,Hurting Each Other,1972
3563,The Osmonds,Down By the Lazy River,1972
3564,The Sweet,Wig-Wam Bam,1972
3565,The Doobie Brothers,Listen to the Music,1972
3566,The Rolling Stones,Angie,1973
3567,Tony Orlando & Dawn,Tie a Yellow Ribbon 'round the Old Oak Tree,1973
3568,Roberta Flack,Killing Me Softly With His Song,1973
3569,Carly Simon,You're So Vain,1973
3570,Elton John,Crocodile Rock,1973
3571,Lobo,I'd Love You to Want Me,1973
3572,The Sweet,The Ballroom Blitz,1973
3573,Elton John,Goodbye Yellow Brick Road,1973
3574,Stevie Wonder,Superstition,1973
3575,Gilbert O'Sullivan,Get Down,1973
3576,Ringo Starr,Photograph,1973
3577,Carpenters,Top of the World,1973
3578,Elton John,Daniel,1973
3579,Stevie Wonder,You Are the Sunshine of My Life,1973
3580,Suzi Quatro,Can the Can,1973
3581,The Sweet,Blockbuster,1973
3582,Deep Purple,Smoke On the Water,1973
3583,Marvin Gaye,Let's Get it On,1973
3584,David Bowie,Space Oddity,1973
3585,Carpenters,Yesterday Once More,1973
3586,Maureen McGovern,The Morning After,1973
3587,Wings,My Love,1973
3588,Stories,Brother Louie,1973
3589,Lou Reed,Walk On the Wild Side,1973
3590,Stealer's Wheel,Stuck in the Middle With You,1973
3591,Billy Paul,Me & Mrs Jones,1973
3592,Wings,Live & Let Die,1973
3593,Timmy Thomas,Why Can't We Live Together?,1973
3594,Gladys Knight & The Pips,Midnight Train to Georgia,1973
3595,Helen Reddy,Delta Dawn,1973
3596,Jim Croce,"Bad, Bad Leroy Brown",1973
3597,The O'Jays,Love Train,1973
3598,The Doobie Brothers,Long Train Runnin',1973
3599,Demis Roussos,"Goodbye, My Love, Goodbye",1973
3600,Edgar Winter Group,Frankenstein,1973
3601,Suzi Quatro,48 Crash,1973
3602,Pink Floyd,Money,1973
3603,Ike & Tina Turner,Nutbush City Limits,1973
3604,Curtis Mayfield,Superfly,1973
3605,War,Cisco Kid,1973
3606,Cher,Half-breed,1973
3607,George Harrison,Give Me Love (Give Me Peace On Earth),1973
3608,Charlie Rich,Behind Closed Doors,1973
3609,Paul Simon,Kodachrome,1973
3610,Billy Preston,Will It Go Round In Circles,1973
3611,Eric Weissburg & Steve Mandell,Duelling Banjos,1973
3612,Diana Ross,Touch Me in the Morning,1973
3613,Three Dog Night,Shambala,1973
3614,Dobie Gray,Drift Away,1973
3615,Carl Douglas,Kung Fu Fighting,1974
3616,Terry Jacks,Seasons in the Sun,1974
3617,George McCrae,Rock Your Baby,1974
3618,Abba,Waterloo,1974
3619,Bachman-Turner Overdrive,You Ain't Seen Nothin' Yet,1974
3620,Barbra Streisand,The Way We Were,1974
3621,Steve Miller Band,The Joker,1974
3622,The Hollies,The Air That I Breathe,1974
3623,Wings,Band On the Run,1974
3624,The Rubettes,Sugar Baby Love,1974
3625,Love Unlimited,Love's Theme,1974
3626,Paper Lace,The Night Chicago Died,1974
3627,Eric Clapton,I Shot the Sheriff,1974
3628,Lynyrd Skynyrd,Sweet Home Alabama,1974
3629,Hues Corporation,Rock the Boat,1974
3630,The Three Degrees,When Will I See You Again?,1974
3631,Elton John,Bennie & the Jets,1974
3632,MFSB,TSOP (The Sound of Philadelphia),1974
3633,Ringo Starr,"You're Sixteen, You're Beautiful (And You're Mine)",1974
3634,The Stylistics,You Make Me Feel Brand New,1974
3635,Charlie Rich,The Most Beautiful Girl,1974
3636,Marvin Hamlisch,The Entertainer,1974
3637,John Denver,Annie's Song,1974
3638,Olivia Newton-John,I Honestly Love You,1974
3639,Suzi Quatro,Devil Gate Drive,1974
3640,Paul Anka,(You're) Having My Baby,1974
3641,Grand Funk Railroad,The Loco-Motion,1974
3642,Barry White,"Can't Get Enough of Your Love, Babe",1974
3643,Elton John,Don't Let the Sun Go Down On Me,1974
3644,Ray Stevens,The Streak,1974
3645,Gordon Lightfoot,Sundown,1974
3646,Donny Osmond & Marie Osmond,I'm Leaving it (All) Up to You,1974
3647,Wings,Jet,1974
3648,Golden Earring,Radar Love,1974
3649,Blue Swede,Hooked On a Feeling,1974
3650,The Sweet,Teenage Rampage,1974
3651,Andy Kim,Rock Me Gently,1974
3652,Roberta Flack,Feel Like Making Love,1974
3653,John Denver,Sunshine On My Shoulders,1974
3654,Billy Joel,Piano Man,1974
3655,David Essex,Rock On,1974
3656,Cher,Dark Lady,1974
3657,Alvin Stardust,My Coo-Ca-Choo,1974
3658,Queen,Killer Queen,1974
3659,Neil Diamond,Long Fellow Serenade,1974
3660,Harry Chapin,Cat's in the Cradle,1974
3661,Mud,Tiger Feet,1974
3662,Stevie Wonder,Living For the City,1974
3663,Steely Dan,Rikki Don't Lose That Number,1974
3664,Billy Swan,I Can Help,1975
3665,Abba,SOS,1975
3666,10cc,I'm Not in Love,1975
3667,Captain & Tennille,Love Will Keep Us Together,1975
3668,Patti LaBelle,Lady Marmalade (Voulez-Vous Coucher Aver Moi Ce Soir?),1975
3669,The Sweet,Fox On the Run,1975
3670,George Baker Selection,Una Paloma Blanca,1975
3671,Carpenters,Please Mr Postman,1975
3672,Silver Convention,Fly Robin Fly,1975
3673,Glen Campbell,Rhinestone Cowboy,1975
3674,Shirley & Company,"Shame, Shame, Shame",1975
3675,Rod Stewart,Sailing,1975
3676,Van McCoy,The Hustle,1975
3677,Barry White,"You're the First, the Last, My Everything",1975
3678,KC & The Sunshine Band,That's the Way (I Like It),1975
3679,Elton John,Philadelphia Freedom,1975
3680,Abba,"I Do, I Do, I Do, I Do, I Do",1975
3681,David Bowie,Fame,1975
3682,Barry Manilow,Mandy,1975
3683,KC & The Sunshine Band,Get Down Tonight,1975
3684,Minnie Riperton,Loving You,1975
3685,Bee Gees,Jive Talkin',1975
3686,Gloria Gaynor,Never Can Say Goodbye,1975
3687,Morris Albert,Feelings,1975
3688,Elton John,Lucy in the Sky With Diamonds,1975
3689,Eagles,One of These Nights,1975
3690,Bruce Springsteen,Born to Run,1975
3691,Elton John,Island Girl,1975
3692,Wings,Listen to What the Man Said,1975
3693,Bob Marley,"No Woman, No Cry",1975
3694,Pilot,Magic,1975
3695,Frankie Valli,My Eyes Adored You,1975
3696,Jean-Claude Borelly,Dolannes-Melodie,1975
3697,"Earth, Wind & Fire",Shining Star,1975
3698,John Denver,Thank God I'm a Country Boy,1975
3699,5000 Volts,I'm On Fire,1975
3700,Status Quo,Down Down,1975
3701,Freddy Fender,Before The Next Teardrop Falls,1975
3702,Neil Sedaka,Laughter in the Rain,1975
3703,Eagles,Best of My Love,1975
3704,Average White Band,Pick Up the Pieces,1975
3705,Joe Cocker,You Are So Beautiful,1975
3706,The Sweet,Action,1975
3707,Olivia Newton-John,Have You never Been Mellow?,1975
3708,America,Sister Golden Hair,1975
3709,Freddy Fender,Wasted Days & Wasted Nights,1975
3710,Pilot,January,1975
3711,Carol Douglas,Doctor's Orders,1975
3712,Jigsaw,Sky High,1975
3713,Abba,Dancing Queen,1976
3714,Queen,Bohemian Rhapsody,1976
3715,Chicago,If You Leave Me Now,1976
3716,Elton John & Kiki Dee,Don't Go Breaking My Heart,1976
3717,Abba,Fernando,1976
3718,The Four Seasons,December 1963 (Oh What a Night),1976
3719,Rod Stewart,Tonight's the Night (Gonna Be Alright),1976
3720,The Manhattans,Kiss & Say Goodbye,1976
3721,Wings,Silly Love Songs,1976
3722,Bellamy Brothers,Let Your Love Flow,1976
3723,Boney M,Daddy Cool,1976
3724,Abba,"Money, Money, Money",1976
3725,Donna Summer,Love to Love You Baby,1976
3726,Brotherhood of Man,Save All Your Kisses For Me,1976
3727,Nazareth,Love Hurts,1976
3728,Pussycat,Mississippi,1976
3729,Walter Murphy & The Big Apple Band,A Fifth of Beethoven,1976
3730,Bee Gees,You Should Be Dancing,1976
3731,KC & The Sunshine Band,"(Shake, Shake, Shake) Shake Your Booty",1976
3732,Hot Chocolate,You Sexy Thing,1976
3733,Abba,Mamma Mia,1976
3734,C W McCall,Convoy,1976
